"environment.time","Ca_Concentrations.Ca_i","membrane.V","SR_Ca_Concentrations.Ca_sr","SR_Fluxes.J_serca","SR_Fluxes.J_SRleak"
 2.54752021091095564e+01, 1.53077574762839697e-04, 7.67063873357743997e+00, 6.08788019119170798e-01,-3.25990922360086489e-04, 3.21642570538652802e-06
 2.56737517654921135e+01, 1.53509006746833124e-04, 7.07785688262588675e+00, 6.08690645325323576e-01,-3.23903297302930869e-04, 3.21396383409511836e-06
 2.58723014218746705e+01, 1.53951749633734526e-04, 6.53141305246736970e+00, 6.08579320127252243e-01,-3.21736473008618368e-04, 3.21149884830899014e-06
 2.60708510782572276e+01, 1.54405651717031669e-04, 6.02739870649443432e+00, 6.08452963430556659e-01,-3.19488867752804279e-04, 3.20888289130018739e-06
 2.62694007346397846e+01, 1.54874262437690850e-04, 5.56225219524375714e+00, 6.08310402873760814e-01,-3.17142295887652887e-04, 3.20604271957346878e-06
 2.64679503910223417e+01, 1.55357288239449680e-04, 5.13282602807341437e+00, 6.08150318227441256e-01,-3.14695274365335987e-04, 3.20321718523603343e-06
 2.66665000474048988e+01, 1.55850514825697935e-04, 4.73583751603953029e+00, 6.07971425277149313e-01,-3.12163856288585244e-04, 3.20037804640618838e-06
 2.68650497037874558e+01, 1.56355112847454583e-04, 4.36816938915225617e+00, 6.07772563501045582e-01,-3.09540422817243587e-04, 3.19725681260071440e-06
 2.70635993601700129e+01, 1.56874483710089225e-04, 4.02721178568000404e+00, 6.07552557805804527e-01,-3.06807316419057438e-04, 3.19399882764777810e-06
 2.72621490165525699e+01, 1.57405797652780769e-04, 3.71049867584597060e+00, 6.07310240092774678e-01,-3.03974687371839501e-04, 3.19080173039294424e-06
 2.74606986729351270e+01, 1.57951382227835652e-04, 3.41567653039676200e+00, 6.07044427439951129e-01,-3.01029606348950020e-04, 3.18715894159767638e-06
 2.75930030503684449e+01, 1.58325463936121900e-04, 3.23028606699255016e+00, 6.06853601845145585e-01,-2.98991605601023672e-04, 3.18463771189365837e-06
 2.77253074278017628e+01, 1.58707112832803793e-04, 3.05306199470482431e+00, 6.06651297083844687e-01,-2.96895899871054282e-04, 3.18211357558642442e-06
 2.78576118052350807e+01, 1.59095328592968611e-04, 2.88346338918515777e+00, 6.06437080284633390e-01,-2.94746062262457044e-04, 3.17947652823614579e-06
