"environment.time","calcium_concentration.Cai","calcium_concentration.CaJSR","calcium_concentration.Cass","calcium_fluxes.J_rel","calcium_fluxes.J_up","membrane.V","non_inactivating_steady_state_potassium_current.i_Kss","sodium_calcium_exchange_current.i_NaCa","sodium_concentration.Nai"
 2.14488386591371700e+01, 1.11036910633663305e-01, 8.16685677383576603e+02, 1.12479030988731646e-01, 3.20346821763701464e-05, 2.11495254057331196e-02, 1.58235114164885360e+01, 3.83817571043628059e+00, 2.73939292056448347e-01, 1.70356200911626038e+04
 2.14635811781127863e+01, 1.11038900106393612e-01, 8.16686762243637986e+02, 1.13365741640267637e-01, 5.14366053220048012e-05, 2.11502476727505502e-02, 1.72676815304480407e+01, 3.89480840000558626e+00, 2.80310125911973407e-01, 1.70357134281344406e+04
 2.14783236970884026e+01, 1.11040963413361560e-01, 8.16687847016908677e+02, 1.14651773966265344e-01, 7.91699012269401217e-05, 2.11509967559777683e-02, 1.86016187148990539e+01, 3.94723147513076089e+00, 2.86292259896646417e-01, 1.70358001929482052e+04
 2.14930662160640189e+01, 1.11043105581166715e-01, 8.16688931678782637e+02, 1.16449699702443454e-01, 1.17274030698145417e-04, 2.11517744815763638e-02, 1.98284514840445283e+01, 3.99556085968330743e+00, 2.91878512609428709e-01, 1.70358805833550286e+04
 2.15078087350396352e+01, 1.11045333792644779e-01, 8.16690016199215052e+02, 1.18881835564157073e-01, 1.67853756168664069e-04, 2.11525834587218201e-02, 2.09526191144870673e+01, 4.03996316868909311e+00, 2.97069670516652173e-01, 1.70359548779113575e+04
 2.15225512540152515e+01, 1.11047657625715224e-01, 8.16691100542608410e+02, 1.22078018781720046e-01, 2.33000042520813935e-04, 2.11534271663992128e-02, 2.19794296094448711e+01, 4.08063879212598124e+00, 3.01872792494115971e-01, 1.70360234088898651e+04
 2.15372937729908678e+01, 1.11050089143388264e-01, 8.16692184667995662e+02, 1.26169028614953577e-01, 3.14796630668074350e-04, 2.11543099861768794e-02, 2.29148455080200435e+01, 4.11781368598016417e+00, 3.06300349772901714e-01, 1.70360865490227588e+04
 2.15520362919664841e+01, 1.11052642959997935e-01, 8.16693268528857288e+02, 1.31282323740133239e-01, 4.15274530165477365e-04, 2.11552372263641604e-02, 2.37649342185323853e+01, 4.15171821612076197e+00, 3.10367615510559136e-01, 1.70361446778055542e+04
 2.15667788109421004e+01, 1.11055336252900441e-01, 8.16694352073425875e+02, 1.37548501235428111e-01, 5.36341825299907590e-04, 2.11562151263863865e-02, 2.45359418743984676e+01, 4.18259003992178258e+00, 3.14092878795573127e-01, 1.70361981860973574e+04
 2.15815213299177167e+01, 1.11058188701005700e-01, 8.16695435245177578e+02, 1.45088602369004505e-01, 6.79814377142147963e-04, 2.11572508346129194e-02, 2.52339048725219861e+01, 4.21065907986098065e+00, 3.17495400230667857e-01, 1.70362474521819495e+04
 2.15962638488933329e+01, 1.11061222292304668e-01, 8.16696517982852470e+02, 1.54010840483095268e-01, 8.47420243504317392e-04, 2.11583523386371340e-02, 2.58646478592316065e+01, 4.23614742955394963e+00, 3.20595173479292062e-01, 1.70362928416023533e+04
 2.16110063678689492e+01, 1.11064461064591558e-01, 8.16697600220719664e+02, 1.64407256816392899e-01, 1.04079231758124626e-03, 2.11595283713161761e-02, 2.64336593956799248e+01, 4.25926452477150264e+00, 3.23412091281607916e-01, 1.70363346995063439e+04
 2.16257488868445655e+01, 1.11067930734492226e-01, 8.16698681888885517e+02, 1.76347344575132847e-01, 1.26148091938590870e-03, 2.11607882762685599e-02, 2.69460694710642379e+01, 4.28020624499174840e+00, 3.25965611682925427e-01, 1.70363733492104366e+04
 2.16404914058201818e+01, 1.11071658221678554e-01, 8.16699762913468817e+02, 1.89872381095142401e-01, 1.51096045526557957e-03, 2.11621418353217516e-02, 2.74066122313599507e+01, 4.29915344037163116e+00, 3.28274367184746174e-01, 1.70364090898588584e+04
 2.16552339247957981e+01, 1.11075671057498548e-01, 8.16700843216801445e+02, 2.04989345463594597e-01, 1.79064248556077893e-03, 2.11635990539896443e-02, 2.78196390434005849e+01, 4.31627240755631725e+00, 3.30356044176356389e-01, 1.70364421971618940e+04
 2.16699764437714144e+01, 1.11079996699554262e-01, 8.16701922717569460e+02, 2.21666719594019873e-01, 2.10188732066225129e-03, 2.11651699127861637e-02, 2.81891072002267364e+01, 4.33171442116935435e+00, 3.32227162788186647e-01, 1.70364729226371164e+04
 2.16924409945739853e+01, 1.11087249073630837e-01, 8.16703565917195874e+02, 2.49910535038599363e-01, 2.63982587951376016e-03, 2.11678037270262298e-02, 2.86764027515755124e+01, 4.35232852063421127e+00, 3.34708074584383564e-01, 1.70365156759962883e+04
 2.17149055453765563e+01, 1.11095375844095318e-01, 8.16705206740112430e+02, 2.81197569612030629e-01, 3.25874682826319227e-03, 2.11707552579913708e-02, 2.90821216335742001e+01, 4.36979697877740936e+00, 3.36785115823326542e-01, 1.70365541491091572e+04
 2.17373700961791272e+01, 1.11104451449120692e-01, 8.16706844852876543e+02, 3.14996909500806610e-01, 3.96336387254384893e-03, 2.11740515997594254e-02, 2.94158086512704848e+01, 4.38448478401208597e+00, 3.38501285745069713e-01, 1.70365889560545183e+04
 2.17598346469816981e+01, 1.11114534690581579e-01, 8.16708479901747637e+02, 3.50737053298933787e-01, 4.75866134611047532e-03, 2.11777141805297164e-02, 2.96855039799056364e+01, 4.39669933829470683e+00, 3.39893623625841912e-01, 1.70366206167583659e+04
 2.17822991977842690e+01, 1.11125668697379207e-01, 8.16710111511731725e+02, 3.87898953434076543e-01, 5.65016588946983325e-03, 2.11817587489284490e-02, 2.98980273650423527e+01, 4.40670131411978172e+00, 3.40994205386468463e-01, 1.70366495739904749e+04
