"environment.time","calcium_concentration.Cai","calcium_concentration.CaJSR","calcium_concentration.Cass","calcium_fluxes.J_rel","calcium_fluxes.J_up","membrane.V","non_inactivating_steady_state_potassium_current.i_Kss","sodium_calcium_exchange_current.i_NaCa","sodium_concentration.Nai"
 2.01596953259374914e+01, 1.20205670768808073e-01, 8.04581385641178258e+02, 1.20205535384507289e-01,-3.54794654375069416e-12, 1.70479425169649534e-02,-6.95676755796605448e+01, 5.31872246778561930e-01, 2.60471018926725015e-02, 1.70358458101035394e+04
 2.01838889797706251e+01, 1.20205857907649635e-01, 8.04582247402670987e+02, 1.20205635729121352e-01,-3.54445808248813784e-12, 1.70480233230154606e-02,-6.76647821136587879e+01, 6.05513418642312784e-01, 2.96438175819323073e-02, 1.70358453406258304e+04
 2.02080826336037589e+01, 1.20206096895203160e-01, 8.04583109110929172e+02, 1.20205785481495520e-01,-3.54097304891717994e-12, 1.70481370805347018e-02,-6.57635822933101082e+01, 6.79088602712433209e-01, 3.33051356034841720e-02, 1.70358448352273517e+04
 2.02322762874368927e+01, 1.20206388724551527e-01, 8.04583970765972481e+02, 1.20205985879699981e-01,-3.53749143212789664e-12, 1.70482844201918574e-02,-6.38636796798694064e+01, 7.52613038793023881e-01, 3.70319765642647333e-02, 1.70358442973224664e+04
 2.02564699412700264e+01, 1.20206734413416991e-01, 8.04584832367822173e+02, 1.20206238137083865e-01,-3.53401319944198310e-12, 1.70484659883217878e-02,-6.19647301830061892e+01, 8.26099918592827942e-01, 4.08252787524666511e-02, 1.70358437320851772e+04
 2.02806635951031602e+01, 1.20207134995128875e-01, 8.04585693916503487e+02, 1.20206543384870093e-01,-3.53053824127361150e-12, 1.70486824411903888e-02,-6.00664241093127060e+01, 8.99561076192584186e-01, 4.46860320935121152e-02, 1.70358431473473538e+04
 2.03048572489362940e+01, 1.20207591515403472e-01, 8.04586555412044959e+02, 1.20206902690243311e-01,-3.52706618574509317e-12, 1.70489344429520170e-02,-5.81684572390099888e+01, 9.73008102440521272e-01, 4.86153386852891459e-02, 1.70358425549209169e+04
 2.03290509027694277e+01, 1.20208105035385912e-01, 8.04587416854477169e+02, 1.20207317103029385e-01,-3.52359579164621257e-12, 1.70492226675845182e-02,-5.62704869615524004e+01, 1.04645403675117610e+00, 5.26145112527049430e-02, 1.70358419725256354e+04
 2.03532445566025615e+01, 1.20208676637596393e-01, 8.04588278243832974e+02, 1.20207787685028808e-01,-3.52012301677380905e-12, 1.70495478026689608e-02,-5.43720738164633914e+01, 1.11991562287864421e+00, 5.66852128895365473e-02, 1.70358414265663669e+04
 2.03774382104356953e+01, 1.20209307433285520e-01, 8.04589139580147048e+02, 1.20208315518287326e-01,-3.51663504931196367e-12, 1.70499105540658051e-02,-5.24726062030962837e+01, 1.19341621524836161e+00, 6.08296473242742886e-02, 1.70358409560805267e+04
 2.04016318642688290e+01, 1.20209998572155877e-01, 8.04590000863456794e+02, 1.20208901707737778e-01,-3.51309242379165565e-12, 1.70503116520950189e-02,-5.05712019735738352e+01, 1.26698957918793509e+00, 6.50508190861402436e-02, 1.70358406182670660e+04
 2.04258255181019628e+01, 1.20210751256423942e-01, 8.04590862093801888e+02, 1.20209547388740109e-01,-3.50937715254069950e-12, 1.70507518604756936e-02,-4.86665779257857309e+01, 1.34068493286312451e+00, 6.93528916054214073e-02, 1.70358404961079214e+04
 2.04500191719350966e+01, 1.20211566761314531e-01, 8.04591723271224623e+02, 1.20210253741256379e-01,-3.50514730480402581e-12, 1.70512319893536719e-02,-4.67568767579388904e+01, 1.41457363519600055e+00, 7.37416783756090904e-02, 1.70358407086935549e+04
 2.04742128257682303e+01, 1.20212446483073152e-01, 8.04592584395770132e+02, 1.20211022020938335e-01,-3.49918901854992266e-12, 1.70517529258179118e-02,-4.48393394016709905e+01, 1.48876185388515725e+00, 7.82255469517004337e-02, 1.70358414311592242e+04
 2.04886043068069235e+01, 1.20213000849255097e-01, 8.04593096606587551e+02, 1.20211508941112974e-01,-3.49361960480951160e-12, 1.70520825448942544e-02,-4.36935816576769724e+01, 1.53308844189230498e+00, 8.09421541112757409e-02, 1.70358421913633319e+04
 2.05000000000000000e+01, 1.20213456543077329e-01, 8.04593502180312385e+02, 1.20211910578836359e-01,-3.48673216599571097e-12, 1.70523541783484528e-02,-4.27827832162320973e+01, 1.56832384844192840e+00, 8.31219023539124663e-02, 1.70358430207282800e+04
 2.05000239562488815e+01, 1.20213457516717942e-01, 8.04593503032905119e+02, 1.20211911438280555e-01,-3.48671435363325582e-12, 1.70523547593406689e-02,-4.27827813570401361e+01, 1.56832389869971456e+00, 8.31219066936270679e-02, 1.70358430227060635e+04
 2.05029452904530309e+01, 1.20213576238297232e-01, 8.04593607001169971e+02, 1.20212017126850451e-01,-3.48430471829186362e-12, 1.70524256025608167e-02,-4.27822650395306283e+01, 1.56834123384887447e+00, 8.31231321926726302e-02, 1.70358432817276625e+04
 2.05153958422235476e+01, 1.20214082163630859e-01, 8.04594050098387015e+02, 1.20212476533501783e-01,-3.47033876832636865e-12, 1.70527274929782764e-02,-4.27763435857337058e+01, 1.56855909910230618e+00, 8.31373019978992739e-02, 1.70358446149085830e+04
 2.05278463939940643e+01, 1.20214588073962320e-01, 8.04594493183189797e+02, 1.20212945966712559e-01,-3.45017735045838592e-12, 1.70530293717225251e-02,-4.27651785429047848e+01, 1.56897986167835946e+00, 8.31640816170904074e-02, 1.70358462711574284e+04
 2.05402969457645810e+01, 1.20215094057305655e-01, 8.04594936254549225e+02, 1.20213424117828760e-01,-3.42134703464751902e-12, 1.70533312945033780e-02,-4.27479611860861937e+01, 1.56963480697859548e+00, 8.32054199565792074e-02, 1.70358483003191650e+04
 2.05527474975350977e+01, 1.20215600223298344e-01, 8.04595379312126965e+02, 1.20213909246311271e-01,-3.38100790144534863e-12, 1.70536333309293624e-02,-4.27241180172988351e+01, 1.57054611662254318e+00, 8.32627034818633205e-02, 1.70358507377534479e+04
